00014E71,"麥克邁納斯: 成功了！碉堡淨空！"
69B02507,"一次大戰的最後階段又稱為百日攻勢，開始於 1918 年 8 月 8 日的亞眠之戰，而在 11 月 11 日的停戰協議畫下句號。百日攻勢是由協約國的一系列進攻所組成，導致了德軍被逐漸逐出法國。德國在百日攻勢間頑強抵抗，為交戰雙方都帶來了極高死傷，證明了他們絕對不是沒用的軍隊。亞眠之戰迫使德軍撤退回有堅固防禦工事的興登堡防線，也就是德軍 1918 年初發起皇帝會戰之處。到了 9 月底，協約國最高指揮官費迪南·福煦（Ferdinand Foch）下令進行另一場「大型攻勢」，來維持突破興登堡防線的勢頭，而這在之後終於由法軍和美軍於謬斯-阿爾貢以及英軍於第二次康布雷戰役中達成。德軍開始穩定地撤退，並立即沿著賽勒河建起了新防線。屆時西線戰場已經進入了「半機動」交戰，戰場從原本的戰壕和古戰場，進入了開放的鄉間田園。在 10 月 17 日，英軍發動了新一波的進攻，打算通過賽勒河並接近到可以砲擊轟炸歐努瓦鐵路中心的範圍，藉此切斷德軍的重要補給線。早上 5 點 20 分，攻勢的序幕由連串的砲擊彈幕揭起，步兵和 48 輛坦克隨伺其後。英軍進攻了賽勒河的收窄處，所以在濃霧的遮掩下，士兵們能用木板架起的棧橋輕鬆渡河。德軍的死命的防守，而勒卡托-瓦西尼鐵路沿線的戰鬥尤其激烈。然而，當天結束後，英軍已經突進了超過 3 公里，德軍不得不再次撤退。賽勒河之役於 10 月 26 日結束，隔天德軍副參謀長埃里希·魯登道夫（Erich Ludendorff）在德皇的壓力下辭職。協約國突進的速度自此不斷加快，到了 11 月 11 日，也就是一次世界大戰的最後一日，英國遠征軍解放了比利時的蒙斯，也是四年前一次大戰首次重大行動的發起之處。"
69B24493,"賽勒河之役"
69B4A130,"自訂偵察兵"
69B60309,"數個世紀以來，斧頭一直都是俄羅斯農民不可或缺的工具，可以用來砍樹、建造房屋以及防禦。在一次世界大戰期間，俄羅斯帝國軍隊向投彈兵單位配發過小型斧頭，他們需要在砲火的攻擊之下為後續的步兵清掃障礙。俄羅斯工兵也扮演著類似的角色，他們的制服上就有交叉的軍鏟和斧頭組成的紅色圖章。在戰爭時期，投彈兵逐漸演變成戰壕突擊兵和專業化的突擊單位。"
69B60958,"得分板"
69B82295,"俄軍戰斧"
69BDB7F3,"唐森: 愛德華……繼續前進，咳咳。"
69C39BD4,"德語"
69C39C88,"義大利文"
69C39C96,"日文"
69C4798B,"商店內顯示"
69CD3CEF,"開山刀"
69D50E4C,"左"
69D94F58,"獲得彈藥勳帶50次"
69DA1659,"比查特: 你們都要付出代價，全都別想逃！"
69DA6812,"FACILITIES AND CORPORATE SERVICES MANAGER"
69DEB95A,"彈藥勳章"
69DF8A16," TOPOLOGY SUPERVISOR"
69E5291D,"您可於 30 天內，從到期的伺服器上延長租約。"
69E7B092,"伺服器名稱"
69EB0D56,"選擇欲延長租約的伺服器："
69F344CB,"無法儲存地圖循環。官方伺服器的啟用地圖循環無法用於自訂模式。"
69F433EC,"在移近目標並伏低的同時開槍射擊。"
69F44C18,"今夕是何年？"
69F5468D,"威爾森: 小心！"
69FE8F9C,"摧毀敵軍砲兵陣地"
69FE8F9E,"摧毀敵軍砲兵陣地"
6A0A97CD,"取得突擊步槍勳章"
6A1001CF,"突擊步槍勳章狗牌"
6A1396DB,"察里津"
6A1ED4CB,"本黃金戰鬥包已透過Slim Jim優惠解鎖成功！"
6A1F0EAC,"野戰手冊"
6A1FB95B,"威爾森: 我可不想攤上這種鳥事！"
6A23FE80,"癱瘓 25 架飛機"
6A279F00,"鳴笛/射擊"
6A2AE7DE,"少將 VI"
6A2BF39B,"全面撤退。他們要砲擊村莊跟堡壘來掩護撤退。我們必須立刻離開。"
6A2BF39C,"什麼？我已經派人去攻擊堡壘。"
6A2BF39D,"他們死定了。有誰去？"
6A2BF39E,"只有那些自願的人。也就是說，所有人。"
6A2BF39F,"該死的小鬼們。"
6A2BF3A0,"你也知道這個年紀的小鬼是什麼樣子的！"
6A2BF3A1,"佛斯特。"
6A2BF3A2,"他媽的！"
6A2BF3A3,"我必須去救那小子。"
6A2BF3A4,"走吧。我會假裝沒看到你。"
6A2BF3BC,"錯不在你。"
6A2BF3BD,"當然是我的錯。又是一條我要背負的性命。"
6A2BF3BE,"走吧。快走，你沒剩多少時間了。"
6A2C72D3,"勞倫斯: 有三個指揮官要暗殺，還有三個個人訊息囊要偷取，才能將其裝滿我們的假命令，接著再以信鴿寄送到列車上。"
6A2F225D,"USER INTERFACE ARTIST"
6A302CC1,"麥克邁納斯: 弟兄們開始行動了！引開德軍的注意！"
6A316795,"DATA CENTER OPERATIONS"
6A3759B7,"捲動"
6A3946B4,"左/右 翻滾"
6A3D0271,"按鍵 6"
6A400426,"裝備手槍並以各兵種裝備擊殺 {0:d} 個敵人，讓總擊殺數達到 {1:d} 個"
6A42D4BD,"芬奇: 得讓她繼續運轉。"
6A437945,"使用M416擊殺500人"
6A43E329,"精英級 SELBSTLADER M1916"
6A48E347,"M416大師狗牌"
6A4E105E,"比查特: 媽的好準頭！"
6A50D6A4,"停用隊伍平衡"
6A510327,"用紅男爵的 P08 取得 100 個擊殺數"
6A5243DE,"搜尋"
6A54C222,"啟用頭形追蹤"
6A56ADCF,"中尉IV"
6A5814C8,"選擇"
6A585B53,"用 Taschenpistole M1914 取得 100 個擊殺數"
6A658A24,"指揮官視角向右旋轉"
6A6939F7,"獎勵"
6A69D847,"布萊克本: 來吧，德國佬！過來受死吧！！我的名字是克萊德·布萊克本！我是個飛行員，也是個賭徒……"
6A6B12BA,"瞄準引導指示"
6A6B18E0,"芬奇: 好了各位！這姑娘曾帶著我們突破重圍！"
6A6BB296,"LOCALIZATION PRODUCT LOCALIZATION MANAGERS"
6A6BF646,"用半自動步槍在同一回合中擊殺 5 人"
6A6D983F,"SENIOR PM DIRECTOR"
6A6FB593,"LEVEL DESIGNERS"
6A716048,"醫護兵英勇勳帶"
6A770738,"法國的 M1909 貝內特·梅西耶機槍（M1909 Benet Mercie）是最早出現的一款輕機槍。這款 1907 被開發出來的輕機槍，是以法國制式重機槍為基礎，經過大量輕量化改造改裝而成。這款機槍被許多國家所採用，包括奧匈帝國、大英帝國、美國、比利時、西班牙、台灣、瑞典等。  貝內特·梅西耶機槍只有 25 個主要零件，還有著能快速更換受損或過熱槍管的先進功能。這款機槍設計中包含木製槍托、手槍握把、腳架，有時還會加入望遠瞄具與槍托單腳架，而這款機槍也使用不常見的水平進彈硬式金屬彈夾。M1909 也大量被用作機載機槍，以及坦克上的次要火力。用作機載機槍時，槍托會被移除，也將進彈方式改造為一般彈鏈進彈。"
6A7926C4,"M1909 貝內特·梅西耶輕機槍"
6A7B4946,"離開載具"
6A7BF0F8,"在坦克中進行 50 次自我修復"
6A7CE53A,"第一次世界大戰中有許多不為人知的故事，其中有一個故事講述了一位上校在敵人猛烈的砲火攻擊下引導坦克進行攻擊，並因為這個勇敢的行為獲頒維多利亞十字勳章。十字勳章上的引文如下：  「以此表彰其在敵軍砲火猛攻下引導坦克攻擊的英勇行為。他深知坦克迷失方向的後果，他用雙腳引導坦克，認真耐心地引導它們前進至指定目標，雖然他也深知這樣的行為幾乎會讓他命喪黃泉。」  「在 1916 年的 11 月的博蒙阿梅爾戰役後，他被授予傑出服務勳章，表彰他親自走在坦克前方，引導坦克到指定的目地的行為。」"
6A7F04C6,"步行引導坦克"
6A7FE9A2,"威爾森: 打開節流閥，跟上他！"
6A80BD54,"在四張全新多人地圖上體驗全面城市戰，地點是被中國軍隊封鎖的戰亂城市。"
6A80E6EF,"唐森: 信號彈！在主幹道處！準備好！"
6A85181D,"士兵搖桿靈敏度"
6A89A209,"技巧值活動 5"
6A8B3664,"顯示設定"
6A8F0C0B,"技巧值活動 5"
6A96C73D,"附近有大量敵人蹤跡"
6A9919DC,"瞄準鏡"
6A9ACEF4,"單人模式專屬狗牌"
6A9BBE31,"瓦盧瓦王朝"
6A9BBE32,"蘭卡斯特王朝"
6A9BBE33,"波旁王朝"
6A9BBE34,"波拿巴王朝"
6A9BC272,"祖母"
6A9BC273,"約瑟夫·霞飛"
6A9BC6B3,"虎"
6A9C63C6,""
6A9C63C7,"工廠2"
6A9F6846,"布萊克本: 我們的任務是為我軍轟炸機開路，好讓他們能把那座堡壘炸個稀爛。"
6AA038F6,"派克狗牌"
6AA0C740,"用輕機槍 08/18 進行 10 次擊殺"
6AA3C532,"麥克邁納斯: 教堂裡面！"
6AA85C08,"獵犬"
6AAC4BF7,"ACW-R戰鬥包"
6AAD3149,"圖章"
6AADDCD7," HEAD OF COMMUNICATIONS NORDICS"
6AAFFCB9,"AK-12戰鬥包"
6AB0D200,"AK 5C戰鬥包"
6AB1B25C,"AMR-2戰鬥包"
6AB51054,"AS VAL戰鬥包"
6AB85F35,"VFX ARTISTS"
6ABA8EA3,"DICE VOICE OVER PRODUCTION"
6ABDE09A,"預設同捆的簽署檢查失敗！ 沒有可以讓該客戶端立即開始的 JS 同捆。"
6ABF0701,"本高級戰鬥包內含您第一批高級專屬物品，包括一把軍刀和塗裝！"
6AC2C251," SENIOR VFX ARTIST"
6AC87D96,"威爾森: 喔，他媽的……"
6ACF1AC2,"用 Repetierpistole M.12 取得 100 個擊殺數"
6ACF3AD1,"在高空中它們恣意旋轉飛行，就像是漫舞的鳥群一樣。"
6ACF3AD2,"飛行員身邊總有種浪漫的氛圍，有如天空中的騎士一樣。"
6ACF3AD3,"但事實上，這些勇士們最後多數都會墜落地面，在一堆扭曲冒煙的廢鐵中死亡。"
6ACFECED,"自由視角向前/地圖視角向上"
6ACFEDC3,"自由視角向右/地圖視角向右"
6ACFEEDE,"自由視角向上"
6AD26F40,"升到階級 10 時的獎勵。"
6AD369BF,"威爾森: 我才不信呢！看起來他們都跑到前方滅火了！"
6AD517C4,"比查特: 裝填中！"
6AD55AF4,"步槍手榴彈（高爆）"
6AD60CA2,"使用火箭來摧毀地面目標"
6AD75AEC,"麥克邁納斯: 再來幾下貝絲就完了！"
6AD7D942,"下士正面"
6AD8D59A,"用主戰坦克擊殺 5 個敵人"
6ADAE2F3,"重新開始任務"
6ADC6833,"CZ-75戰鬥包"
6ADE3F9C,"主戰坦克勳帶"
6AE15B14,"DAO-12戰鬥包"
6AE46CBF,"愛德華: 火砲已毀！"
6AE68340,"舵手"
6AE690F0,"SMLE MKIII"
6AE8F43D,"馬扎站"
6AEC46A1,"使用河川指揮艇擊殺500人"
6AF11015,"芬奇: 我會標記另一個給你，比查特！"
6AF1B0A3,"河川指揮艇大師狗牌"
6AF9D253,"SMG 08/18（原廠）小任務"
6AFCCE65,"F2000戰鬥包"
6B019715,"迷彩"
6B0585C5,"FAMAS戰鬥包"
6B0D703B,"加入阿拉伯的勞倫斯，在沙漠戰役中對抗鄂圖曼帝國。"
6B1227E6,"FY-JS戰鬥包"
6B143ECF,"壯闊的全面戰爭：守住多數旗幟並殲滅敵方士兵來獲得勝利。"
6B17E261,"用戰鬥機進行 15 次擊殺"
6B19718A,"設定語音辨識系統所辨識的腔調。"
6B19EE80,"愛德華: 他們打中我們的人了！"
6B1A5CD6,"伺服器資訊錯誤"
6B1C48D5,"DELETE"
6B1E1489,"唐森: 你在幹嘛？"
6B2010FF,"勿忘我們"
6B23F66B,"連續擊殺"
6B242349,"1.00 倍放大倍率"
6B242390,"1.25 倍放大倍率"
6B2423EE,"1.50 倍放大倍率"
6B24AFAA,"2.00 倍放大倍率"
6B24B04F,"2.50 倍放大倍率"
6B253C0B,"3.00 倍放大倍率"
6B253CB0,"3.50 倍放大倍率"
6B25C86C,"4.00 倍放大倍率"
6B2654CD,"5.00 倍放大倍率"
6B26E12E,"6.00 倍放大倍率"
6B27F9F0,"8.00 倍放大倍率"
6B29E7F8,"2.5 倍瞄準鏡 腳架 加長彈匣  降低行動度 提升準度 過熱"
6B2A0143,"已延長伺服器租約"
6B2BAA0D,"比查特: 天啊！唯一的辦法就是通過！"
6B2BAA0E,"比查特: 砲彈聲太近了，這不太妙！"
6B2BAA0F,"比查特: 那該死的砲擊可真猛！"
6B2DEA98,"大隱隱於市"
6B3392C6,"與你右方所見之影片相符的飛機控制詳細描述。"
6B34387F,"GROUP MANAGER"
6B37DA87,"在同一回合中完成 5 次索敵助攻"
6B393778,"代表盧森堡的狗牌"
6B3D4489,"洞察勳帶"
6B3EA17A,"盧森堡"
6B434331,"1: 領導對海灘發動的衝鋒攻勢。"
6B434332,"2: 背負傳令兵的重任。"
6B434333,"3: 最終任務。"
6B45D67A,"加入了你的小隊"
6B4816DD,"ORIGINAL MUSIC CONDUCTOR"
6B54C0A9,"縮放並瞄準敵方地面載具以進行鎖定。發射後持續鎖定導彈來攻擊目標。可鎖定雷射指定目標來發射射後不理導彈。"
6B596F91,"紀念碑"
6B597E90,"最佳醫護兵"
6B64B4A7,"唐森: 你先去前面偵察，如果萬事太平就打信號給我們。如碰到任何麻煩，我們會前往支援。"
6B66DEC6,"UI DESIGNER"
6B6A3597,"/"
6B6BD289,"愛德華: 你打爛了他的主砲！"
6B6CC329,"L85A2戰鬥包"
6B6D2FA5,"前線部署"
6B6D53CA,"L96A1戰鬥包"
6B738A75,"ANNIHILATOR（衝鋒）勤務之星"
6B73F111,"M1918 自動衝鋒槍（衝鋒）勤務之星"
6B73F112,"M1918 自動衝鋒槍（壕溝戰）勤務之星"
6B74B8F4,"RSC 衝鋒槍（原廠）勤務之星"
6B773A8A,"HELLRIEGEL 1915（原廠）勤務之星"
6B78BFE8,"找到VIP"
6B792C62,"比查特: 好耶！"
6B79E898,"M1917（巡邏）卡賓槍勤務之星"
6B79E8EC,"SMG 08/18（瞄準鏡）勤務之星"
6B7A2322,"PRODUCTION COORDINATOR"
6B7AEDB0,"M1014戰鬥包"
6B7B0945,"M16A4戰鬥包"
6B7B13F6,"M1911戰鬥包"
6B7B8B02,"M240B戰鬥包"
6B7BAF9B,"旋轉 X -"
6B7BB973,"旋轉 X +"
6B7C94E4,"M40A5戰鬥包"
6B7CC611,"利貝羅勒 1918（瞄準鏡）勤務之星"
6B7D8196,"MASCHINENPISTOLE M1912/P.16（實驗）勤務之星"
6B7DAE29,"M60-E4戰鬥包"
6B7E00FF,"延長"
6B7ECEE8,"M82A3戰鬥包"
6B7EDA01,"以偵察兵身分擊殺 20 人"
6B818ACA,"在城市中作戰，設法抵達美軍控制的古城區。"
6B82761E,"用絆索炸彈（燃燒）造成 500 點士兵傷害"
6B855CE3,"裝備「防彈背心特殊裝備」並造成 5,000 點載具傷害"
6B85EAC2,"小心碎石，如果有必要就毀掉它！"
6B89B43D,"配件"
6B8BDD7F,"進行 20 次潛望鏡索敵助攻"
6B8BFED5,"MP443戰鬥包"
6B8DC02C,"指揮官"
6B8E169E,"維修工具"
6B9343E4,"A"
6B9AEAA0,"SENIOR COUNSEL"
6BA07D3E,"唐森: 看來他們已經準備好對付坦克了。眼睛睜亮點。"
6BA20CDD,"勞倫斯: ─但剩下那最不理性的十分之一就像是稍縱即逝的翠鳥一樣，完全是直覺的考驗。"
6BA20CDE,"勞倫斯: 儘管在小鎮中有比預想中更多的鄂圖曼軍隊。"
6BA20CDF,"勞倫斯: 扎拉仍必須在我召集所有武力的同時，立刻想出辦法來對付他們，好裝設炸藥。"
6BA2E71C,"部署就緒時間"
6BA3159E,"無勳章"
6BA868B8,"B"
6BA8DFAD," SENIOR E-COMMERCE CONSUMER PROTECTION COUNSEL"
6BAA4CD0,"套用影像設定"
6BAAEF41,"德意志的攻勢即將來襲。以下是這次行動的命令。"
6BAAEF42,"必須堅守藍線戰壕。如果敵方突破了防線，我們就撤退至那裡的文楚農場。"
6BAAEF43,"若在那裡我們仍不能固守陣地，我們就後撤至 特拉韋西鎮。"
6BAAEF44,"倘若他們仍突破防線，我們就必須在磨坊處擋下他們，否則我們就再也無法阻止德軍長驅直入亞眠市區。"
6BAB8855,"完成窒息瘟疫勤務小任務的獎勵"
6BAC7CB7,"「耐心等待是苦，但成果卻很甘甜。」 - 土耳其諺語"
6BAC7CB8,"「在完全的靜默下，你才能聽見沙漠之聲。」 - 貝都因諺語"
6BAC7CB9,"武器箱中裝有最好的武器。搜刮它們來取得可以逆轉戰局的武器與配備。"
6BAC7CBA,"利用誘餌來將敵人暫時從你行進的路線引開，或者將敵人從團體中孤立出來。接著你便可以接近他來進行潛行擊殺。"
6BAC7CBB,"索敵是很有用的工具。使用雙筒望遠鏡來偵察敵方陣地。根據敵方的行動與武器來進行規劃，然後行動。"
6BAC7CBC,"「有許多軍隊是在自願之下成軍的；但很少軍隊像我們一樣，在如此艱苦的條件與漫長的戰爭下成軍。只要信念遭到動搖，這裡的每個阿拉伯人隨時都有可能回家。我們之間唯一的約定便是榮譽。」 - T.E. 勞倫斯"
6BADA8CA," CORE SOFTWARE ENGINEERS"
6BAE677A,"CQA"
6BAE6ECC,"在「傳令兵」中使用步槍手榴彈來擊敗 5 個敵人"
6BB01B82,"佔領並守住旗幟。壯闊的全面戰爭：守住多數旗幟並殲滅敵方士兵來獲得勝利。在回合開始時，守方隊伍沒有主基地，但卻佔領著所有旗幟。"
6BB0F257,"瘟疫"
6BB36C23,"請準備佩槍。"
6BB4449E,"噴泉廢墟"
6BB9A4C9,"勞倫斯: 我會盡全力召集所有貝都因戰士，並在你引爆炸藥時準備進攻。"
6BBA50C6,"對於英軍在北海的布局而言，德軍從比利時布呂赫所派出的潛水艇、水雷艦和魚雷快艇才是最大的威脅。這些船艦能恣意從防守森嚴的港灣中開出，一路進入運河之中，然後透過澤布呂赫和奧斯藤德的港口進入北海。德國守軍在岸邊布有四門射程可達 41 公里的重型火砲，而在比利時沿岸還布置了更多可輕鬆移動的輕型火砲。除此之外，德國法蘭德斯海軍陸戰隊軍團也駐紮在附近，隨時可以參戰，但協約國打算封堵或摧毀澤布呂赫的僵持局面，一舉終結德國潛水艇的威脅。這場後世稱為澤布呂赫突襲戰的行動，其計畫為除去岸邊的火砲，然後在運河入口處鑿沉裝有水泥的巡洋艦。1918 年 4 月 23 日，協約國軍隊成功在運河中鑿沉兩艘船艦，但這兩艘沉船卻未沉在對的地方，於是短短數天之後，德國潛水艇便再次回歸戰場。"
6BBC47E7,"PDW-R防衛槍戰鬥包"
6BBC7052,"澤布呂赫"
6BBC92A5,"目標炸彈已拆除"
6BBDE56E,"恭喜您已解鎖「Slim Jim 黃金戰鬥包」！快進入戰鬥包選單領取物品！"
6BC58E2E," LEAD GAME SYSTEMS DESIGNER"
6BC5A748,"D"
6BC5B73C,"這款輕機槍加裝了腳架和望遠瞄具，可在遠距離射擊時提供出色的精準度。"
6BCAFCAE,"BUILD TEAM"
6BCD3D47,"代表芬蘭的狗牌"
6BCE5449,"勞倫斯: 不能讓敵方指揮官知道我們拿到他們的書。而死人才能保守秘密。"
6BD17393,"ACE 53狙擊步槍武器戰鬥包內含四個項目。每一包會給你幾個ACE 53 SV專用附掛，直到你解鎖了全部。"
6BD2A749,"芬蘭"
6BD2BD00,"KINECT"
6BD5C5FF,"請放入正確的光碟。"
6BD9E871,"麥克邁納斯: 從裡面得修上一整天，如果可以你就去外面修好她吧！"
6BDEF0C9,"S'"
6BE0FE47,"搭載駕駛員和副駕駛皆可使用的多功能武器的直升機。"
6BE5C481,"IMAGINATION STUDIOS LEAD ANIMATOR"
6BE66EFE,"威爾森: 媽的！我們必須保護這些轟炸機！"
6BE79A0A,"F'"
6BE90271,"是錫兵戰棋的規則書。我不認為有德文譯本就是了。"
6BE9DFAE,"伊塞克希薩立克戰役"
6BE9DFAF,"費斯蒂貝爾戰役"
6BE9DFB0,"304 號高地戰役"
6BE9DFB1,"維萊布勒托納戰役"
6BE9E3EF,"白金漢 Mark I"
6BE9E3F0,"無聲者"
6BE9E830,"血槽"
6BEC2B6B,"麥克邁納斯: 我們走！快走！"
6BF16874,"GOS OPERATIONS DEVELOPMENT DIRECTORS"
6BF20AEE,"DICE ART DIRECTOR"
6BF3A6D4,"SG553戰鬥包"
6BF4EF4D,"空位 1"
6BF4EF4E,"空位 2"
6BF6368C,"麥克邁納斯: 肅清！"
