00044741,"無法連上《戰地風雲》的伺服器，無法取得伺服器資訊。請稍後再試。"
CF7814E9,"關閉監獄大門"
CF7D175F,"[BF1]晉升至階級 75 即可解開這種狗牌 | [BF4]晉升至階級75即可解開這種狗牌"
CF828161,"[BF1]階級 75 狗牌 | [BF4]階級75狗牌"
CF836EA1,"[BF1]互競殲滅模式一次僅啟動單一 MSAT。 | [BF4]互競殲滅模式一次僅啟動單一MSAT。"
CF839B24,"代表哥斯大黎加的狗牌"
CF890526,"哥斯大黎加"
CF89F4CB,"組態類型"
CF96A319,"SOFTWARE ARCHITECT"
CF98D0CE,"DICE PRODUCT MARKETING"
CFA63267,"解開小任務即可解開這種狗牌"
CFAB9C69,"進攻指揮官狗牌"
CFAEF8AB,"最佳突擊兵"
CFB87C35,"停機坪"
CFBE74FD,"PROGRAM MANAGERS"
CFCEDB62,"禁閉室"
CFD1915F,"攻擊方正在逼近"
CFE08BAF,"士兵"
CFE4D5D6,"[BF1]獲得 50 枚防空裝甲車勳帶 | [BF4]獲得防空坦克勳帶50次"
CFE75184,"LEAD SOFTWARE ENGINEER"
CFEA3FD8,"[BF1]防空裝甲車勳章 | [BF4]防空坦克勳章"
CFEEACAB,"DICE SOUND SOFTWARE ENGINEER"
CFF07A91,"SENIOR DIRECTOR BUSINESS OPERATIONS"
D00FFA76,"[BF1] | [BF4]快速反應跳躍"
D0102C2C,"COMPACT 45戰鬥包"
D01BEE46,"DICE VISUAL FX ARTISTS"
D0244019,"頒發給《戰地風雲4》BETA測試參與者的狗牌"
D029AA1B,"《戰地風雲4》BETA測試狗牌"
D0366E5C,"上校VI"
D050BD31,"GOS TOOLS"
D060E6DE,"設為「否」，抬頭顯示便不會顯示命中指示器??。"
D0618F1B,"《戰地風雲3：重返卡肯》"
D062344D,"[BF1]軍校生IV | [BF4]二等槍砲士官長III"
D073D90B,"[BF1]撿起武器 | [BF4]拾起武器"
D0847C88,"DICE SUBMISSION SPECIALIST"
D086D8B6,"繼續"
D08B8615,"未知"
D09088F5,"DICE CM TOOLS SOFTWARE ENGINEERS"
D0A712A9,"PRODUCT LAUNCH TEAM PRODUCT LAUNCH SUPPORT MANAGER"
D0AC8109,"[BF1]因為您標記為最愛的伺服器設定出現核對總和錯誤，抱歉必須清除您的最愛伺服器。 | [BF4]因為你偏好的伺服器設定出現核對總和錯誤，抱歉必須清除你的最愛。"
D0ADF501,"對空飛彈"
D0BB46A9,"自由視角加快速度"
D0BDAE37,"荒野遊蹤"
D0C18784,"錯誤"
D0C59906,"EA LOCALIZATION TESTING PROJECT MANAGERS"
D0D1F0C1,"相對鏡頭左右"
D0E34500,"隱私政策"
D0EB8791,"大型征服"
D0F3E467,"[BF1]系統目前封包遺失的情況特別頻繁，請檢查一下您的網際網路連線。 | [BF4]系統目前掉封包的情況特別頻繁，請檢查一下你的網際網路連線。"
D0F7CD1F,"完成正確的Battlelog任務即可取得這種狗牌"
D0F8E97D,"選擇第三武器"
D0FC488E,"[BF1]你下次進入部署畫面時，將會選擇偵察兵種。 | [BF4]你下次進入部署畫面時，將已選擇偵察裝備。"
D0FD0EE9,"空位"
D0FD3721,"戰爭機器狗牌"
D10C7714,"[BF1]Final Stand | [BF4]最終反擊"
D1256AFD,"[BF1]獲得協助擊殺勳章 5 次 | [BF4]獲得協助擊殺勳章5次"
D12AD4FF,"協助擊殺勳章狗牌"
D12BC515,"[BF1]經典突襲 | [BF4]經典突襲模式"
D12D029C,"TEST ENGINEERING MANAGER"
D12D40DE,"SENIOR SYSTEMS ENGINEERS"
D1310830,"完成正確的Battlelog任務即可取得這種狗牌"
D1367232,"連環殺手狗牌"
D13DE39E,"SUBMISSION MANAGER"
D13FE034,"在主要廣場的美軍基地尋找格陵蘭少校。"
D144BDF6,"代表義大利的狗牌"
D14A27F8,"義大利"
D14B9120,"EA GLOBAL IT ARCHITECT INFRASTRUCTURE"
D15E3081,"CONTRIBUTING EA DEVELOPMENT STUDIOS"
D15F7664,"ADDITIONAL TECHNICAL ARTISTS"
D16216A4,"使用巡弋飛彈擊殺100人"
D168D971,"無法重設該統計資料。"
D1734E69,"SOCIAL AND COMMUNITY"
D185FE0F,"GLOBAL IT ARCHITECT INFRASTRUCTURE"
D18A64AB,"多種變焦"
D1994F07,"廢棄工廠"
D19ADF53,"ANIMATION DIRECTOR"
D1A78965,"領班室"
D1A78966,"工地"
D1A78967,"倉庫"
D1AFCF02,"SQUAD LEADER"
D1B20B79,"LEAD SCRIPTER"
D1C1BA0D,"[BF1]設為「是」，您將以新彈匣替換既有彈匣，上一個彈匣即使仍有子彈也會被換掉。 | [BF4]設為「是」，你將以新彈匣替換既有彈匣，上一個彈匣即使仍有子彈也會被換掉。"
D1D08220,"須安裝更多內容以繼續。"
D1D24000,"[BF1]晉升至階級 100 即可解開這種狗牌 | [BF4]晉升至階級100即可解開這種狗牌"
D1D7AA02,"[BF1]階級 100 狗牌 | [BF4]階級100狗牌"
D1D8C3C5,"代表克羅埃西亞的狗牌"
D1DE2DC7,"克羅埃西亞"
D1F9F3D3,"小隊擊殺"
D1FB5B08,"解開小任務即可解開這種狗牌"
D200C50A,"殺手狗牌"
D2015742,"勝敗率"
D2086713,"瑞克"
D234EA7A,"黃金戰鬥包"
D239FE77,"獲得偵察直升機勳帶50次"
D23F6879,"偵察直升機勳章"
D25ABD63,"[BF1]你是唯一的倖存者 | [BF4]你是唯一倖存者"
D2605AB1,"[BF1]您需要登入 Xbox Live 以使用 Xbox Live 遊戲功能。 | [BF4]你需要登入Xbox Live以使用Xbox Live遊戲功能。"
D26126F9,"TECHNICAL ARTIST"
D262F445,"[BF1]卡賓槍 | [BF4]卡賓步槍"
D26B5E56,"NORTH AMERICAN PRODUCT MARKETING ASSISTANT PRODUCT MANAGER"
D28B96FD,"上校VII"
D2A5BB41,"砲手"
D2B16467,"PROGRAM MANAGEMENT DIRECTOR"
D2B75CEE,"[BF1]軍校生V | [BF4]二等槍砲士官長IV"
D2C0CA18,"[BF1]恭喜您已解鎖「老鳥戰鬥包」！快進入戰鬥包選單領取物品！ | [BF4]恭喜你已解鎖「老鳥戰鬥包」！快進入戰鬥包選單領取物件！"
D2DC43DE,"這種難度專門為不常玩或剛開始接觸本類型遊戲的玩家所設計，提供充滿挑戰且收獲不少的遊戲體驗。如果你熟悉射擊遊戲，請考慮直接選擇[困難]。"
D2DE85D2,"開始難度普通的戰役。"
D312131E,"迷你砲"
D33984B9,"進行5次協助擊殺"
D33EEEBB,"協助擊殺勳帶"
D3477A4E,"遠距"
D34CF5C0,"完成正確的Battlelog任務即可取得這種狗牌"
D34E6FEE,"拒絕"
D3525FC2,"載具毀滅者狗牌"
D37A939E,"獲得反制載具勳章5次"
D37FFDA0,"反制載具勳章狗牌"
D39CE37B,"射擊訓練（10/10）"
D3B6BA4C,"裝備"
D3D923D0,"檢視"
D3DA29FD,"可辨識指令"
D3DFDBFE,"用滑鼠游標瞄準地圖上的目標。小心發射提升準度。"
D3EC42A4,"突擊步槍"
D3F8EBFB,"所有《戰後餘生》地圖僅能以突襲模式操作。"
D3FB017A,"EA ASSET LOCALIZATION"
D4073B2A,"[BF1]士兵滑鼠靈敏度 | [BF4]滑鼠靈敏度"
D40CD243,"MK11 MOD 0武器戰鬥包內含四個項目。每一包會給你幾個MK11 MOD 0專用附掛，直到你解鎖了全部。"
D41AD8FB,"攻擊直升機"
D42DEC66,"代表古巴的狗牌"
D4335668,"古巴"
D43DEA7C,"[BF1]你現在是小隊隊長了 | [BF4]你是小隊長"
D44A1580,"附著在表面的爆裂物。可一次設置多個並同時引爆"
D44F47D1,"IMAGINATION STUDIOS PRODUCTION ASSISTANT"
D45083A9,"解開小任務即可解開這種狗牌"
D455EDAB,"地面戰士狗牌"
D4638D39,"擁有人"
D467B885,"射速"
D470F4E9,"新指令在被小隊長完成/拒絕之前將以虛線顯示。"
D47C2C8B,"[BF1]ID_M_QUICKMATCH_ELIMINATION_HINTVVVVV | [BF4]ID_M_QUICKMATCH_ELIMINATION_HINTVVVVVVVVVV"
D48F2718,"獲得攻擊直升機勳帶50次"
D494911A,"攻擊直升機勳章"
D4957008,"DICE LEAD TEAM"
D497D3CF,"DICE QA AUDIO"
D4999FF7,"新增/移除地圖"
D49B0E9D,"就緒"
D49B5B4B,"重新設定"
D4A7DB64,"在一回合內取得最高指揮官分數"
D4C789A6,"[BF1]您因誤殺隊友而被踢出伺服器。 | [BF4]你因誤殺隊友而被踢出伺服器。"
D4CE2B62,"在一回合內取得最高擊殺數"
D4D32A1F,"[BF1]小隊 | [BF4]隊伍設定"
D4E0BF9E,"上校VIII"
D4E2CAED,"部署基地"
D4E71511,"指揮官退出"
D4FD12B1,"新增地圖"
D4FECC2F,"DIGITAL PLATFORM INFRASTRUCTURE AND OPERATIONS"
D50C858F,"[BF1]軍校生VI | [BF4]二等槍砲士官長V"
D5107C46,"[BF1]運輸載具 | [BF4]運輸工具"
D52B595A,"開啟索敵"
D5342B93,"按下「ESC」－自訂/重新部署"
D537500E,"大規模的戰役"
D5489D34,"[BF1]聊天記錄讓你發送訊息給其他玩家。在選項下可以切換聊天記錄顯示模式。 | [BF4]聊天紀錄讓你發送訊息給其他玩家。在選項下可以切換聊天紀錄顯示模式。"
D5560DE6,"DICE QA LEADS"
D56CC8D2,"NUM ="
D57F8EE9,"槍管"
D5835662,"你目前的武器是PSO-1配4倍放大倍率瞄準鏡。欲縮放進行精準射擊，請按下："
D583A04F,"伺服器類型"
D58EAD5A,"摧毀2輛載具"
D594175C,"反制載具勳帶"
D59CA17A,"IMAGINATION STUDIOS MOCAP ASSISTANT"
D5A21E61,"完成正確的Battlelog任務即可取得這種狗牌"
D5A78863,"王牌神射手狗牌"
D5B4559D,"按下 變更視角"
D5CFBC3F,"[BF1]獲得小隊掃蕩勳章 5 次 | [BF4]獲得小隊掃蕩勳章5次"
D5D52641,"小隊掃蕩勳章狗牌"
D5DD7EBB,"使用矮子12口徑霰彈槍擊殺100人"
D5DE23C1,"ELECTRONIC ARTS"
D5E8AA83,"尋找格陵蘭少校"
D5F27CF2,"JNG-90戰鬥包"
D5F843B4,"[BF1]重新部署將把你帶回部署畫面。 - 敵方隊伍得分加 1  - 你的死亡次數加 1 確定要重新部署？ | [BF4]重新部署將把你帶回部署畫面，你將會： - 失去兵力值一 - 算一次死亡數 確定要重新部署？"
D5F86565,"無排名"
D5FC8ACA,"十字鍵上"
D5FCA450,"[BF1]按鍵 4 | [BF4]按鈕4"
D5FCE2FA,"[BF1]按鍵 7 | [BF4]按鈕7"
D604DB69,"DEVELOPMENT DIRECTORS"
D61B11D5,"旗幟狀態"
D628674A,"得分板"
D62AEAF6,"RENDERING"
D63531FF,"已設置"
D63FE89F,"IMAGINATION STUDIOS ANIMATORS"
D64FF80D,"M412 REX武器戰鬥包內含四個項目。每一包會給你幾個M412 REX專用附掛，直到你解鎖了全部。"
D65E8556,"使用C4炸藥擊殺500人"
D663EF58,"C4炸藥大師狗牌"
D66D8275,"本遊戲會在特定的時間點自動將進度資料儲存，當自動儲存指示在遊玩遊戲的過程中出現時，請務必確保電源不會被關閉。"
D6831507,"代表庫拉索島的狗牌"
D6887F09,"庫拉索島"
D6892076,"繼續/暫停"
D69F364B,"NUM +"
D69F44C9,"F10"
D69F44CA,"F11"
D69F44CB,"F12"
D69F44CC,"F13"
D69F44CD,"F14"
D69F44CE,"F15"
D69F4899,"END"
D69F86B9,"TAB"
D69F9C8E,"未知"
D6A5AC4A,"解開小任務即可解開這種狗牌"
D6AB164C,"空中戰士狗牌"
D6B76BF0,"獲得次數"
D6C9EC4A,"自訂武器"
D6D05B04,"玩家人數上限"
D6D0F38C,"ACE 21 CQB勤務之星"
D6E44FB9,"獲得戰鬥噴射機勳帶50次"
D6E9B9BB,"戰鬥噴射機勳章"
D707C970,"ACE 52 CQB勤務之星"
D710310A,"[BF1]載具命中 | [BF4]載具中彈"
D71261CE,"獲得主戰坦克勳章5次"
D717CBD0,"主戰坦克勳章狗牌"
D71D71D7,"小心空中無人機和浮標！"
D71DF994,"代表巴拿馬的狗牌"
D7236396,"巴拿馬"
D732AEB1,"載具掃描"
D735E83F,"上校IX"
D74380EE,"DEVELOPER RELATIONS"
D7476281,"用小地圖索敵"
D761AE30,"[BF1]軍校生VII | [BF4]一等士官長"
D77E1EC9,"達到分數"
D7808BC2,"任何可用的選項"
D79A5A86,"[BF1]無法連上 Battlelog。 | [BF4]無法連上Battlelog。"
D79EDF80,"隱形噴射機勤務之星"
D79F38D9,"選擇任務"
D7BA0A94,"[BF1]小隊急救 | [BF4]小隊救助"
D7C7691B,"[BF1] | [BF4]快速反應A"
D7C7691C,"[BF1] | [BF4]快速反應B"
D7C76932,"[BF1] | [BF4]快速反應X"
D7C76933,"[BF1] | [BF4]快速反應Y"
D7E196C8,"限在{0:s}地圖得分"
D7E3D5FB,"進行2次小隊掃蕩"
D7E7C3BA,"摧毀目標數："
D7E93FFD,"小隊殲滅勳帶"
D7F74702,"完成正確的Battlelog任務即可取得這種狗牌"
D7FB267F,"IMPORTANT LOOKING PIRATES"
D7FCB104,"神射手狗牌"
D80440A2,"[BF1]士兵按鍵 | [BF4]徒步操作"
D808F187,"[BF1]衝刺（輕碰） | [BF4]衝刺（輕點）"
D811FBB1,"[BF1]傷害 | [BF4]火力"
D8154AD7,"穩定"
D81F6104,"重新設定教學"
D824E4E0,"[BF1]獲得爆頭勳章 5 次 | [BF4]獲得爆頭勳章5次"
D825BB02,"GLOBAL IT DATABASE ARCHITECTS"
D82A4EE2,"爆頭勳章狗牌"
D8466ECB,"地面感測器"
D85F4797,"破曉行動"
D86969BA,"被伺服器禁玩({0:d})"
D87364E5,"組態說明"
D8822569,"小隊雷射目標摧毀"
D8915EEA,"剩餘兵力值最高的隊伍即可獲勝"
D8B0121D,"達到分數"
D8B3D07F,"研究設施"
D8B60BB3,"最佳工程兵"
D8B6151A,"DICE LEAD SOUND DESIGNER"
D8C3D7DB,"達到分數"
D8C856E8,"[BF1]這是 DICE 官方開的伺服器。希望你玩得盡興！ | [BF4]這是DICE官方開的伺服器。希望你玩得盡興！"
D8D83DA8,"代表賽普勒斯的狗牌"
D8DBBB97,"5-10"
D8DDA7AA,"賽普勒斯"
D8ED0183,"M320鹿彈戰鬥包"
D8F7BFED,"查看說明和製作群"
D8FAD4EB,"解開小任務即可解開這種狗牌"
D9003EED,"計程車司機狗牌"
D90A61D6,"踢出玩家"
D90BEB76,"SOCIAL COMMUNITY ONLINE MARKETING MANAGER"
D91E560C,"登入已變更"
D9210CA9,"抱歉"
D939785A,"獲得船隻槍勳帶50次"
D93EE25C,"船隻勳章"
D93FA137,"保護直升機以確保科維特探員和VIP安全撤離。"
D9526605,"[BF1]載具按鍵 | [BF4]載具操作"
D95DA462,"醫院"
D95F0272,"[BF1]射擊 | [BF4]開火"
D9616668,"跳躍"
D962F323,"移動"
D966E2D5,"轉彎"
D9678A6F,"[BF1]獲得 5 枚防空裝甲車勳章 | [BF4]獲得防空坦克勳章5次"
D96CF471,"[BF1]防空裝甲車勳章狗牌 | [BF4]防空坦克勳章狗牌"
D9732235,"代表巴布亞紐幾內亞的狗牌"
D9788C37,"巴布亞紐幾內亞"
D984383D,"新增地圖"
D98B10E0,"上校X"
D991DF3A,"無法開始 JS 同捆"
D996828D,"AUDIO DESIGNERS"
D99B38B8,"武器配件解鎖"
D9A3C996,"廣播中心"
D9B34D72,"請放入多人遊戲光碟。"
D9B6D6D1,"[BF1]軍校生VIII | [BF4]一等士官長II"
D9C59D8A,"住宅區"
D9CBA201,"直升機航點"
D9D93573,"邀請失敗"
D9DB1574,"[BF1]設定士兵視線移動靈敏度 | [BF4]設定移動視線靈敏度"
D9F3065A,"向前移動"
D9FE4D95,"[BF1]選擇顯示請求與社群通訊。 | [BF4]選擇顯示聊天紀錄。選項可在遊戲內透過「H」鍵更改。"
DA04C27B,"[BF1]您需要輸入名稱以儲存設定。 | [BF4]你需要輸入名稱以儲存設定。"
DA06BC6C,"指揮官畫面"
DA16CEF6,"部署主動防禦系統"
DA26344F,"放大鏡"
DA2AF60C,"目前地圖"
DA2CA897,"進行部署"
DA2CAB09,"放大時"
DA38FE9C,"爆頭3次"
DA3B57E9,"投擲動作感應器"
DA3E689E,"爆頭勳帶"
DA45FE0A,"[BF1]消光器，消除槍口的火光 | [BF4]消除武器開火時產生的火花，卻不像正規消音器降低子彈速度。"
DA486B6D,"自訂配件"
DA4C6FA3,"完成正確的Battlelog任務即可取得這種狗牌"
DA4F2D35,"小隊長有權將小隊設為私人小隊，限制只有好友才能加入。  你身為小隊長可以向小隊下指令。你也可以接受或拒絕你指揮官所下的指令。小隊隊員可向他們的小隊長請求指令。欲在遊戲中查看指令，請按住："
DA51D9A5,"[BF1]佩槍專家狗牌 | [BF4]佩槍優先狗牌"
DA56D23B,"[BF1]你可以創造你自己的貼紙並套用到你的制服、武器、載具上。欲創造使用貼紙，請上 www.battlelog.battlefield.com | [BF4]你可以創造你自己的貼紙並套用到你的制服、武器、載具上。欲創造使用貼紙，請上www.battlelog.battlefield.com"
DA617AAA,"環顧四周"
DA672ECA,"COMMUNITY MANAGERS"
DA67E28B,"使用TYPE-95B-1擊殺100人"
DA67EF4E,"使用TYPE-95B-1擊殺100人"
DA68D548,"割斷腿"
DA748F55,"IMPORTANT LOOKING PIRATES VFX PRODUCER"
DA776D8D,"AGENT G"
DA776D9D,"AGENT W"
DA7A0D81,"[BF1]獲得復仇者勳章 5 次 | [BF4]獲得復仇者勳章5次"
DA7F7783,"復仇者勳章狗牌"
DA9D5BD5,"[BF1]高級迷彩 | [BF4]高級版迷彩"
DAA03BE8,"體驗前所未有的《戰地風雲》。"
DAC24D63,"TECHNOLOGY AND STANDARDS MANAGER"
DAC99777,"[BF1]大型喇叭 | [BF4]家庭劇院"
DAD010C3,"DICE PRODUCERS"
DAD20F5E,"[BF1].45mm ACP | [BF4].45 ACP"
DAE169FA,"[BF1].50mm 口徑 | [BF4].50口徑"
DAE362CA,"[BF1]5.45x39mm WP | [BF4]5.45x39 WP"
DAE39076,"[BF1]您身為高級會員所應得的本月黃金戰鬥包！ 本黃金戰鬥包內含 5 個物品，包括： －至少 1 項進階物品和 2 項標準物品 －2 項獎勵物品，並有少許機會獲得白銀包中沒有的精英物品 | [BF4]你身為高級會員所應得的本月黃金戰鬥包！ 本黃金戰鬥包內含5個項目，包括： －至少1項進階項目和2項標準項目 －2項獎勵項目，並有少許機會獲得白銀包中沒有的精英項目"
DB15F181,"SENIOR DIGITAL MARKETING ANALYST"
DB1D691B,"進度"
DB2A2F62,"9x19mm"
DB2D6649,"代表捷克的狗牌"
DB32D04B,"捷克"
DB4372EF,"[BF1]乘客助攻 | [BF4]乘客協助"
DB45CD76,"[BF1]視野向下 | [BF4]視點向下"
DB4E43C5,"高機動砲兵火箭系統機動式火砲"
DB5898EF,"自動"
DB666C11,"空中砲艇"
DB88D739,"DICE CINEMATOGRAPHER"
DB8ACE7C,"IMAGINATION STUDIOS ACCOUNTING"
DB8EA0FB,"獲得征服奪旗勳帶50次"
DB8EEE28,"搭載機槍座和可多容納1名乘客空間的輕型運輸載具。乘客可使用裝備武器和配備。"
DB940AFD,"征服奪旗勳章"
DBA2D9E2,"EA GLOBAL IT SENIOR SOFTWARE ENGINEERS"
DBBB6B06,"狙擊專家"
DBBCB310,"獲得偵察直升機勳章5次"
DBC21D12,"偵察直升機勳章狗牌"
DBC84AD6,"代表巴拉圭的狗牌"
DBCACA34,"炸彈已拆除"
DBCC7E6A,"載具已摧毀！"
DBCDB4D8,"巴拉圭"
DBD0B149,"互競殲滅"
DBDB4C9F,"[BF1]環境可以被摧毀。普通砲火可能會破壞木材、玻璃、薄水泥塊。但較堅固的牆則需使用更重型的工具，例如炸藥或磁吸地雷 | [BF4]這是可被摧毀的環境。普通砲火可能會破壞木材、玻璃、薄水泥塊。但較堅固的牆則需使用更重型的工具，例如榴彈發射器或C4炸藥。"
DBE12E84,"公路霸主"
DC0A3D57,"解開所有裝備的RFB戰鬥步槍和精確射手步槍。利用RFB戰鬥步槍解開其他精確射手步槍。"
DC0BFF72,"[BF1]軍校生IX | [BF4]一等士官長III"
DC12E990,"[BF1]查看 Battlelog 上更多統計資料 | [BF4]查看Battlelog上更多統計資料"
DC164170,"位置"
DC3B0DA0,"加乘"
DC3F0051,"按住進入{0:~}"
DC711832,"代表委內瑞拉的狗牌"
DC761EA3,"在無排名伺服器上無法將獎勵、分數、解鎖納入玩家職涯等級。"
DC768234,"委內瑞拉"
DC786097,"顯示不登錄等級和統計資料的伺服器。"
DC8E273D,"執行2次復仇者擊殺"
DC93913F,"復仇者勳帶"
DCA19844,"完成正確的Battlelog任務即可取得這種狗牌"
DCA70246,"[BF1]步槍專家狗牌 | [BF4]萬能戰士狗牌"
DCB10C64,"PRODUCER COMPETITIVE"
DCCF3622,"[BF1]獲得救星勳章 5 次 | [BF4]獲得救星勳章5次"
DCD4A024,"救星勳章狗牌"
DCE6F49C,"[BF1]小隊隊員若無接到指令，可向小隊長請求指令。欲利用快速訊息在遊戲中請求指令，請按下： | [BF4]小隊隊員若無接到指令，可向小隊長請求指令。欲利用通訊選單在遊戲中請求指令，請按下："
DCFDFA45,"支援兵勤務之星"
DCFF416F,"M412 REX戰鬥包"
DD0D57B8,"畫面效能"
DD0DCA18,"推廣狗牌"
DD11139E,"熱導追蹤"
DD13341A,"《戰地風雲4》開發團隊狗牌"
DD140784,"[BF1]以瞄準器瞄準時也套用玩家所選擇的視野比例。僅會影響多人模式。 | [BF4]以瞄準器瞄準時也套用玩家所選擇的視野比例。僅會影響多人遊戲。"
DD152C67,"遊戲內BATTLELOG"
DD23BB6E,"[BF1]選擇武器清單 | [BF4]在槍神遊戲模式的預設循序取用武器清單中做選擇。"
DD2EC97D,"西沙風暴"
DD4A2BB0,"部署無線電信標"
DD4F4F43,"[BF1]Battlelog徽章 | [BF4]Battlelog圖章"
DD54F715,"VIDEO EDITOR"
DD5AE939,"[BF1]反制裝置（輕碰） | [BF4]反制裝置（輕點）"
DD66341B,"EA LOCALIZATION PRODUCT LOCALIZATION MANAGERS"
DD786B79,"重要目標"
DD828EEA,"代表象牙海岸的狗牌"
DD87F8EC,"象牙海岸"
DD8D5F78,"上海之圍"
DD967D39,"[BF1]士兵搖桿 | [BF4]徒步搖桿配置"
DDA97C43,"怒海爭鋒"
DDC6F867,"DICE CODE"
DDCF8723,"失去追蹤目標，請重新定位 Kinect 感應器視窗。"
DDD16FBA,"[BF1]外頭還有很多事要做！讓這套青銅戰鬥包激勵一下您的士氣！ | [BF4]外頭還有很多事要做！讓這套青銅戰鬥包激勵一下你的士氣！"
DDD82B97,"[BF1]恭喜您已解鎖 3 套「Origin 數位豪華黃金戰鬥包」！快進入戰鬥包選單領取物品！ | [BF4]恭喜你已解鎖3套「Origin數位豪華版黃金戰鬥包」！快進入戰鬥包選單領取項目！"
DDE20C27,"小任務"
DDE3C99C,"[BF1]獲得 M-COM 攻擊手勳帶 50 次 | [BF4]獲得M-COM攻擊手勳帶50次"
DDE5582D,"實心穿甲彈"
DDE55909,"高爆彈"
DDE9339E,"[BF1]M-COM 攻擊手勳章 | [BF4]M-COM攻擊手勳章"
DDFA2307,"[BF1]白銀戰鬥包內含 4 個物品，包括： －至少 1 項進階物品和 2 項標準物品 －1 項獎勵物品，有少許機會獲得青銅包中沒有的優秀物品 | [BF4]白銀戰鬥包內含4個項目，包括： －至少1項進階物品和2項標準項目 －1項獎勵項目，有少許機會獲得青銅包中沒有的優秀項目"
DE06FCFF,"[BF1]管理員 | [BF4]管理者"
DE11DBB1,"獲得攻擊直升機勳章5次"
DE1745B3,"攻擊直升機勳章狗牌"
DE1D7377,"代表秘魯的狗牌"
DE22DD79,"秘魯"
DE28FABE,"達到分數"
DE31135F,"即時視角為本目標顯示概觀，利用鏡頭推測敵方動態。"
DE32AC12,"離開小隊"
DE367A21,"[BF1] HEAD OF OPERATIONS | [BF4]HEAD OF OPERATIONS"
DE4C98A6,"移除玩家"
DE510E1E,"重設教學"
DE612813,"[BF1]軍校生X | [BF4]一等士官長IV"
DE63AE9E,"滿人"
DE676AB0,"模式"
DE8BF7B5,"你的隊伍成功設置炸彈！"
DE9DD646,"完成協助擊殺"
DEA3C00C,"部署彈藥盒"
DEB14CA7,"M26附掛鋼矛彈勤務之星"
DEBAA90D,"使用M224迫擊砲擊殺500人"
DEC0130F,"[BF1]迫擊砲大師狗牌 | [BF4]M224迫擊砲大師狗牌"
DEC640D3,"代表越南的狗牌"
DECBAAD5,"越南"
DED6EC88,"該玩家是此伺服器的管理員，無法禁止。"
DEDBF69B,"ACE 21 CQB武器戰鬥包內含四個項目。每一包會給你幾個ACE 21 CQB專用附掛，直到你解鎖了全部。"
DEE34FDE,"執行2次救星擊殺"
DEE8B9E0,"救星勳帶"
DEF6C0E5,"完成正確的Battlelog任務即可取得這種狗牌"
DEFC2AE7,"[BF1]卡賓槍專家狗牌 | [BF4]卡賓步槍專家狗牌"
DF040FA0,"左 配備"
DF07BBF8,"[BF1]您已修改您伺服器設定。請注意伺服器資訊畫面的資料是目前正在運作的伺服器設定。 | [BF4]你已更改你伺服器設定。請注意伺服器資訊畫面的資料是目前正在運作的伺服器設定。"
